site,gopher,field_id,percent_comp,family,genus,species,common,date,Notes,Invasive
AWA2_7,0,Panicum,30,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
AWA2_7,0,Wild Garlic/Spring Beauty,1,Liliaceae,Nothoscordum ,bivalve,false garlic/crowpoison,24-Mar-18,,N
AWA2_7,0,St. Johns Wart,1,Clusiaceae,Hypericum ,suffruticosum,St. John Wort,24-Mar-18,,N
AWA2_7,0,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
AWA2_8,0,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
AWA2_8,0,Rubus,10,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_8,0,Panicum,1,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
AWA2_8,0,Andropogon,85,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
AWA2_8,0,Wild Garlic/Spring Beauty,1,Liliaceae,Nothoscordum ,bivalve,false garlic/crowpoison,24-Mar-18,,N
AWA2_8,0,Clever,1,Rubiaceae,Galium ,pilosum,Cleaver,24-Mar-18,,N
AWA2_8,0,Silkgrass,2,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
AWA2_8,0,Helianthus ,1,Asteraceae,Gamochaeta ,purpurea,purple cudweed/spoonleaf purple everlasting ,24-Mar-18,old genus Gnaphalium purpureum,N
AWA2_8,0,Little Round Leaf,2,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
AWA2_9,0,Andropogon,5,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
AWA2_9,0,Helianthus ,1,Asteraceae,Gamochaeta ,purpurea,purple cudweed/spoonleaf purple everlasting ,24-Mar-18,,N
AWA2_9,0,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_9,0,Smilax,1,Smilacaceae,Smilax ,bona-nox,bona-nox catbrier,24-Mar-18,,N
AWA2_9,0,Not Clover,1,Rubiaceae,Houstonia ,procumbens,roundleaf bluet,24-Mar-18,,N
AWA2_9,0,Wood Sorrel,1,Oxalidaceae,Oxalis ,corniculata,wood sorrel,24-Mar-18,,N
AWA2_9,0,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
AWA2_9,0,Heart Cordate,1,Violaceae,Viola,,Violet,24-Mar-18,,
AWA2_9,0,Fuzzy Alternate 2,1,Asteraceae,Symphyotrichum ,dumosum,rice button aster/bushy aster,24-Mar-18,,N
AWA2_9,0,Helianthus ,1,Asteraceae,Gamochaeta ,purpurea,purple cudweed/spoonleaf purple everlasting ,24-Mar-18,,N
AWA2_9,0,Leaf Litter,86,NA,NA,NA,NA,24-Mar-18,,
AWA2_10,0,Huckleberry,25,Ericaceae,Vaccinium ,darrowii,Darrow's blueberry,24-Mar-18,,N
AWA2_10,0,Rubus,3,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_10,0,Andropogon,40,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
AWA2_10,0,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
AWA2_10,0,Alternate,1,Euphorbiaceae,Euphorbia ,pubentissima,false flowering spurge,24-Mar-18,,N
AWA2_10,0,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
AWA2_10,0,Heart Cordate,1,Violaceae,Viola,,Violet,24-Mar-18,,
AWA2_10,0,Silkgrass,1,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
AWA2_10,0,Butterfly Pea,1,Fabaceae,Desmodium,lineatum,Desmodium,24-Mar-18,,N
AWA2_10,0,Pine Oak Litter,26,NA,NA,NA,NA,24-Mar-18,,
AWA2_11,0,Holly 1,2,Rosaceae,Crataegus ,,Hawthorn,24-Mar-18,,
AWA2_11,0,Smilax,5,Smilacaceae,Smilax ,bona-nox,bona-nox catbrier,24-Mar-18,,N
AWA2_11,0,Huckleberry,3,Ericaceae,Vaccinium ,darrowii,Darrow's blueberry,24-Mar-18,,N
AWA2_11,0,Quercus,2,Fagaceae,Quercus ,falcata,southern red oak,24-Mar-18,,N
AWA2_11,0,Clever 2,5,Rubiaceae,Galium,pilosum,Cleaver,24-Mar-18,,N
AWA2_11,0,Live Oak,2,Fagaceae,Quercus ,virginiana,Live oak,24-Mar-18,,N
AWA2_11,0,Moss,1,Bromeliaceae,Tillandsia,usneoides,Spanish Moss,24-Mar-18,,N
AWA2_11,0,Pine Oak Litter,80,NA,NA,NA,NA,24-Mar-18,,
AWA2_12,0,Sparkleberry,5,Ericaceae,Vaccinium ,arboreum,sparkleberry/farkleberry,24-Mar-18,,N
AWA2_12,0,Elephant,5,Asteraceae,Elephantopus ,elatus,tall elephantsfoot,24-Mar-18,,N
AWA2_12,0,Silkgrass,20,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
AWA2_12,0,Huckleberry,20,Ericaceae,Vaccinium ,darrowii,Darrow's blueberry,24-Mar-18,,N
AWA2_12,0,Andropogon,5,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
AWA2_12,0,Post Oak,2,Fagaceae,Quercus ,stellata,post oak,24-Mar-18,,N
AWA2_12,0,Panicum,10,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
AWA2_12,0,Butterfly Pea,1,Fabaceae,Desmodium,lineatum,Desmodium,24-Mar-18,,N
AWA2_12,0,Panicum 2,10,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
AWA2_12,0,Pine Oak Litter,22,NA,NA,NA,NA,24-Mar-18,,
AWA2_13,0,Huckleberry,40,Ericaceae,Vaccinium ,darrowii,Darrow's blueberry,24-Mar-18,,N
AWA2_13,0,Rubus,5,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_13,0,Silkgrass,1,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
AWA2_13,0,Panicum,5,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
AWA2_13,0,Sumac,1,Anacardiaceae,Rhus ,copallinum,winged sumac/dward sumac,24-Mar-18,,N
AWA2_13,0,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
AWA2_13,0,Holly 1,1,Rosaceae,Crataegus ,,Hawthorn,24-Mar-18,,
AWA2_13,0,Desmodium,1,Fabaceae,Tephrosia ,spicata,spiked hoarypea,24-Mar-18,,N
AWA2_13,0,Butterfly Pea,1,Fabaceae,Desmodium,lineatum,Desmodium,24-Mar-18,,N
AWA2_14,0,Huckleberry,30,Ericaceae,Vaccinium ,darrowii,Darrow's blueberry,24-Mar-18,,N
AWA2_14,0,Rubus,5,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_14,0,Silkgrass,5,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
AWA2_14,0,Little Round Leaf,5,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
AWA2_14,0,Quercus,15,Fagaceae,Quercus ,falcata,southern red oak,24-Mar-18,,N
AWA2_14,0,Leaf Litter,40,NA,NA,NA,NA,24-Mar-18,,
AWA2_15,0,Smilax,1,Smilacaceae,Smilax ,bona-nox,bona-nox catbrier,24-Mar-18,,N
AWA2_15,0,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
AWA2_15,0,Fat Triofoliolate,1,Fabaceae,Desmodium ,lineatum,Desmodium,24-Mar-18,,N
AWA2_15,0,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_15,0,Alternate,1,Euphorbiaceae,Euphorbia ,pubentissima,false flowering spurge,24-Mar-18,,N
AWA2_15,0,Liver Oak Sprout,1,Fagaceae,Quercus ,virginiana,live oak,24-Mar-18,,N
AWA2_15,0,Leaf Litter,94,NA,NA,NA,NA,24-Mar-18,,
AWA2_16,0,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_16,0,Andropogon,1,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
AWA2_16,0,Live Oak,1,Fagaceae,Quercus ,virginiana,live oak,24-Mar-18,,N
AWA2_16,0,Fuzzy Alternate 2,1,Asteraceae,Symphyotrichum ,dumosum,rice button aster/bushy aster,24-Mar-18,,N
AWA2_16,0,Heart Cordate,1,Violaceae,Viola,,Violet,24-Mar-18,,
AWA2_16,0,Leaf Litter,95,NA,NA,NA,NA,24-Mar-18,,
AWA2_17,0,Live Oak,1,Fagaceae,Quercus ,virginiana,live oak,24-Mar-18,,N
AWA2_17,0,Leaf Litter,99,NA,NA,NA,NA,24-Mar-18,,
AWA2_18,0,Black Cherry,40,Rosaceae,Prunus ,serotina,black cherry,24-Mar-18,,N
AWA2_18,0,Live Oak,15,Fagaceae,Quercus ,virginiana,live oak,24-Mar-18,,N
AWA2_18,0,Smilax,5,Smilacaceae,Smilax ,bona-nox,bona-nox catbrier,24-Mar-18,,N
AWA2_18,0,Rubus,20,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
AWA2_18,0,Clever,1,Rubiaceae,Galium,pilosum,Cleaver,24-Mar-18,,N
AWA2_18,0,Sassafras,1,Styracaceae,Halesia ,,silverbells tree,24-Mar-18,,
AWA2_18,0,Quercus 2,5,Fagaceae,Quercus ,virginiana,live oak,24-Mar-18,,N
SSP1_1,1,Little Round Leaf,40,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_1,1,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
SSP1_1,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,,N
SSP1_1,1,Silkgrass,20,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
SSP1_1,1,Panicum ,5,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
SSP1_1,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
SSP1_1,1,Lespadeza 1,1,Fabaceae,Lespedeza,striata,Lespedeza,24-Mar-18,,
SSP1_1,1,Not Poor Joe,4,Cistaceae,Lechea ,mucronata,pinweed,24-Mar-18,,N
SSP1_1,1,Andropogon,30,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_1,1,Elephant,1,Asteraceae,Elephantopus ,elatus,tall elephantsfoot,24-Mar-18,,N
SSP1_2,1,Bracken Fern,2,Dennstaedtiaceae,Pteridium ,aquilinum,bracken fern,24-Mar-18,,N
SSP1_2,1,Wiregrass,60,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_2,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
SSP1_2,1,Huckleberry,20,Ericaceae,Vaccinium ,darrowii,Darrow's blueberry,24-Mar-18,,N
SSP1_2,1,Sparkleberry,1,Ericaceae,Vaccinium ,arboreum,sparkleberry/farkleberry,24-Mar-18,,N
SSP1_2,1,Andropogon,10,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_2,1,Little Round Leaf,2,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_2,1,Yellow Pea,1,Fabaceae,Crotalaria ,rotundifolia,Rabbitbells,24-Mar-18,,N
SSP1_2,1,Fuzzy Alternate 2,1,Asteraceae,Symphyotrichum ,dumosum,rice button aster/bushy aster,24-Mar-18,,N
SSP1_2,1,Helianthus ,1,Asteraceae,Gamochaeta ,purpurea,purple cudweed/spoonleaf purple everlasting ,24-Mar-18,same as original one called Helianthus ,N
SSP1_3,1,Wiregrass,80,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_3,1,Rubus,15,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
SSP1_3,1,Andropogon,1,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_3,1,Longleaf Seedling (7),2,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,,N
SSP1_3,1,Not Clover,2,Rubiaceae,Houstonia ,procumbens,roundleaf bluet,24-Mar-18,,N
SSP1_3,1,Yellow Pea,1,Fabaceae,Crotalaria ,rotundifolia,Rabbitbells,24-Mar-18,,N
SSP1_3,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,24-Mar-18,,N
SSP1_3,1,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
SSP1_3,1,Sassafras,1,Styracaceae,Halesia ,,silverbells tree,24-Mar-18,,
SSP1_4,1,Wiregrass,75,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_4,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,on pocket gopher mound,N
SSP1_4,1,Buttontop,1,Asteraceae,,,aster,24-Mar-18,,
SSP1_4,1,Yellow Pea,3,Fabaceae,Crotalaria ,rotundifolia,Rabbitbells,24-Mar-18,,N
SSP1_4,1,Super Fuzzy,1,Acanthaceae,Ruellia ,caroliniensis,Carolina wild petunia,24-Mar-18,on pocket gopher mound,N
SSP1_4,1,Andropogon,1,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,on pocket gopher mound,
SSP1_5,1,Bracken Fern,10,Dennstaedtiaceae,Pteridium ,aquilinum,bracken fern,24-Mar-18,,N
SSP1_5,1,Wiregrass,80,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_5,1,Silkgrass,5,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
SSP1_5,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,,N
SSP1_5,1,Not Poor Joe,1,Cistaceae,Lechea ,mucronata,pinweed,24-Mar-18,,N
SSP1_5,1,Broccoli,1,Asteraceae,Ambrosia ,artemisiifolia,ragweed,24-Mar-18,,N
SSP1_5,1,Fuzzy Red Stem ,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,24-Mar-18,,N
SSP1_6,1,Silkgrass,5,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
SSP1_6,1,Bracken Fern,1,Dennstaedtiaceae,Pteridium ,aquilinum,bracken fern,24-Mar-18,,N
SSP1_6,1,Wiregrass,10,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_6,1,Andropogon,50,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,on pocket gopher mound,
SSP1_6,1,Panicum,5,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
SSP1_6,1,Buttontop,1,Asteraceae,,,aster,24-Mar-18,,
SSP1_6,1,Little Round,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,on pocket gopher mound,N
SSP1_6,1,Alternate,1,Euphorbiaceae,Euphorbia ,pubentissima,false flowering spurge,24-Mar-18,,N
SSP1_6,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
SSP1_6,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,on pocket gopher mound,N
SSP1_7,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_7,1,Fuzzy Red Stem,1,Cistaceae,Crocanthemum ,carolinianum,carolina rock rose,24-Mar-18,,N
SSP1_7,1,Panicum,1,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
SSP1_7,1,Slender Leaf,2,Asteraceae,Ionactis ,linariifolia,flax-leaf ankle-aster/flaxleaf whitetop,24-Mar-18,,N
SSP1_7,1,Panicum 2,1,Poaceae,Dichanthelium, dichotomum,cypress panic grass,24-Mar-18,,N
SSP1_7,1,Not Poor Joe,1,Cistaceae,Lechea ,mucronata,pinweed,24-Mar-18,,N
SSP1_7,1,Silkgrass,40,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,on pocket gopher mound,N
SSP1_7,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,on pocket gopher mound,N
SSP1_7,1,Desmodium,1,Fabaceae,Tephrosia ,spicata,spiked hoarypea,24-Mar-18,,N
SSP1_7,1,Andropogon,40,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_8,1,Wiregrass,60,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_8,1,Andropogon,30,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_8,1,Slender Leaf,1,Asteraceae,Ionactis ,linariifolia,flax-leaf ankle-aster/flaxleaf whitetop,24-Mar-18,,N
SSP1_8,1,Silkgrass,5,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
SSP1_8,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_8,1,Not Poor Joe,1,Cistaceae,Lechea ,mucronata,pinweed,24-Mar-18,,N
SSP1_8,1,Not Clover,1,Rubiaceae,Houstonia ,procumbens,roundleaf bluet,24-Mar-18,,N
SSP1_8,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,,N
SSP1_8,1,Spinach,4,Asteraceae,Erigeron ,strigosus,prairie fleabane,24-Mar-18,,N
SSP1_8,1,Desmodium,1,Fabaceae,Tephrosia ,spicata,spiked hoarypea,24-Mar-18,,N
SSP1_8,1,Panicum,1,Poaceae,Dichanthelium ,,Dicanthelium,24-Mar-18,,
SSP1_8,1,Butterfly Pea,1,Fabaceae,Desmodium,lineatum,Desmodium,24-Mar-18,,N
SSP1_9,1,Rubus,5,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
SSP1_9,1,Andropogon,85,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_9,1,Little Round Leaf,2,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_9,1,Silkgrass,2,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,24-Mar-18,,N
SSP1_9,1,Longleaf Seedling,2,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,,N
SSP1_9,1,Yellow Pea,1,Fabaceae,Crotalaria ,rotundifolia,Rabbitbells,24-Mar-18,,N
SSP1_10,1,Wiregrass,75,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_10,1,Andropogon,20,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_10,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_10,1,Rubus,1,Rosaceae,Rubus ,cuneifolius,sand blackberry,24-Mar-18,,N
SSP1_11,1,Bracken Fern,5,Dennstaedtiaceae,Pteridium ,aquilinum,bracken fern,24-Mar-18,,N
SSP1_11,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_11,1,Wiregrass,75,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_11,1,Andropogon,15,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_11,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,,N
SSP1_11,1,Real Gopher Apple,2,Chrysobalanaceae,Licania ,michauxii,gopher apple,24-Mar-18,,N
SSP1_12,1,Wiregrass,85,Poaceae,Aristida ,stricta,wiregrass,24-Mar-18,,N
SSP1_12,1,Little Round Leaf,1,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,24-Mar-18,,N
SSP1_12,1,Boring Berry,2,Ericaceae,Gaylussacia ,dumosa,dwarf huckleberry,24-Mar-18,,N
SSP1_12,1,Longleaf Seedling,2,Pinaceae,Pinus ,palustris,Longleaf pine,24-Mar-18,,N
SSP1_12,1,Downward Leaf,1,Fabaceae,Rhynchosia ,reniformis,dollarleaf,24-Mar-18,,N
SSP1_12,1,Andropogon,20,Poaceae,Andropogon ,,broomsedge/bluestem,24-Mar-18,,
SSP1_13,1,Sassafras,25,Styracaceae,Halesia ,,silverbells tree,25-Mar-18,,
SSP1_13,1,Bracken Fern,20,Dennstaedtiaceae,Pteridium ,aquilinum,bracken fern,25-Mar-18,,N
SSP1_13,1,Little Round Leaf,10,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP1_13,1,Clever,10,Rubiaceae,Galium,pilosum,Cleaver,25-Mar-18,,N
SSP1_13,1,Downward Leaf,10,Fabaceae,Rhynchosia ,reniformis,dollarleaf,25-Mar-18,,N
SSP1_13,1,Andropogon,5,Poaceae,Andropogon ,,broomsedge/bluestem,25-Mar-18,,
SSP1_13,1,Wiregrass,5,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP1_13,1,Smilax,1,Smilacaceae,Smilax ,bona-nox,bona-nox catbrier,25-Mar-18,,N
SSP1_13,1,Elephant 2,15,Asteraceae,Hieracium ,gronovii,queendevil,25-Mar-18,,N
SSP1_13,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP1_13,1,Not Clover,1,Rubiaceae,Houstonia ,procumbens,roundleaf bluet,25-Mar-18,,N
SSP1_14,1,Bracken Fern,5,Dennstaedtiaceae,Pteridium ,aquilinum,bracken fern,25-Mar-18,,N
SSP1_14,1,Wiregrass,35,Poaceae,Aristida ,stricta,wiregrass,25-Mar-18,,N
SSP1_14,1,Little Round Leaf,5,Acanthaceae,Dyschoriste ,oblongifolia,oblong snakeherb/twinflower,25-Mar-18,,N
SSP1_14,1,Longleaf Seedling,1,Pinaceae,Pinus ,palustris,Longleaf pine,25-Mar-18,,N
SSP1_14,1,Panicum,1,Poaceae,Dichanthelium ,,Dicanthelium,25-Mar-18,,
SSP1_14,1,Clever,1,Rubiaceae,Galium,pilosum,Cleaver,25-Mar-18,,N
SSP1_14,1,Silkgrass,1,Asteraceae,Pityopsis ,aspera,Pineland silkgrass,25-Mar-18,,N
SSP1_14,1,Downward Leaf,1,Fabaceae,Rhynchosia ,reniformis,dollarleaf,25-Mar-18,,N
